Order_ID,Order_Date,Customer_Name,Email,Phone,State,City,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Email_Missing,Qty_Missing,Is_Returned_Stock,Qty_Invalid,Discount_Missing,Phone_Missing,Phone_Valid,Unit_Price_Missing,Delivery_Date_Missing,Sales,Discount_Amount,Net_Amount,Year,Month,Month_Name,Weekday,Delivery_Days
ORD1020,2025-01-21,Dev Nath,devnath@gmail.com,9644842303,Gujarat,Surat,Remote Car,Toys,5.0,1499.0,0.0,Net Banking,Returned,2025-01-31,False,False,True,False,False,False,True,False,False,7495.0,0.0,7495.0,2025,1,January,Tuesday,10.0
ORD1021,2025-04-12,Jatin Iyer,jatiniyer@gmail.com,9593154600,Karnataka,Bengaluru,Keyboard,Electronics,2.0,1499.0,0.0,Wallet,Pending,2025-05-11,False,False,False,False,False,False,True,True,False,2998.0,0.0,2998.0,2025,4,April,Saturday,
ORD1022,2025-05-21,Uday Mehta,udaymehta@gmail.com,9287878425,Andhra Pradesh,Visakhapatnam,Tablet,Electronics,1.0,18999.0,5.0,UPI,Pending,2025-06-13,False,False,False,False,False,False,True,False,False,18999.0,949.95,18049.05,2025,5,May,Wednesday,
ORD1023,2025-04-19,Jaya Choudhary,jayachoudhary@gmail.com,9776959646,Karnataka,Bengaluru,Coffee Table,Furniture,2.0,5999.0,0.0,COD,Returned,2025-05-03,False,False,True,False,False,False,True,True,False,11998.0,0.0,11998.0,2025,4,April,Saturday,14.0
ORD1024,2025-01-20,Kunal Mukherjee,kunalmukherjee@gmail.com,9857875625,Haryana,Gurugram,Stool,Furniture,4.0,2499.0,15.0,UPI,Pending,2025-02-10,False,False,False,False,False,False,True,False,False,9996.0,1499.4,8496.6,2025,1,January,Monday,
ORD1025,2025-05-26,Shivam Tandon,shivamtandon@gmail.com,9929788246,Tamil Nadu,Chennai,Tablet,Electronics,2.0,18999.0,0.0,COD,Cancelled,2025-06-15,False,False,False,False,True,False,True,False,False,37998.0,0.0,37998.0,2025,5,May,Monday,
ORD1026,2025-03-28,Trisha Bhalla,trishabhalla@gmail.com,9329409196,Gujarat,Surat,Wardrobe,Furniture,4.0,14999.0,0.0,Wallet,Returned,2025-04-11,False,False,True,False,False,False,True,False,False,59996.0,0.0,59996.0,2025,3,March,Friday,14.0
ORD1027,2025-04-12,Rahul Chavan,rahulchavan@gmail.com,,Telangana,Hyderabad,Printer,Electronics,4.0,8999.0,20.0,COD,Returned,2025-04-29,False,False,True,False,False,True,False,False,False,35996.0,7199.2,28796.8,2025,4,April,Saturday,17.0
ORD1028,2025-02-15,Arjun Tripathi,arjuntripathi@gmail.com,9385306433,Andhra Pradesh,Visakhapatnam,Novel,Books,5.0,399.0,10.0,UPI,Cancelled,2025-03-05,False,False,False,False,False,False,True,False,False,1995.0,199.5,1795.5,2025,2,February,Saturday,
ORD1029,2025-08-02,Aman Saxena,amansaxena@gmail.com,9514354981,West Bengal,Kolkata,Pillow,Home,1.0,499.0,10.0,UPI,Delivered,2025-08-15,False,False,False,True,False,False,True,False,False,499.0,49.9,449.1,2025,8,August,Saturday,13.0
ORD1030,2025-03-03,Jatin Gaikwad,jatingaikwad@gmail.com,9732475290,Karnataka,Mysuru,Dining Table,Furniture,4.0,19990.0,15.0,UPI,Cancelled,,False,False,False,False,False,False,True,False,True,79960.0,11994.0,67966.0,2025,3,March,Monday,
ORD1031,2025-10-14,Zoya Kapoor,zoyakapoor@gmail.com,9664778478,Bihar,Patna,Doll,Toys,2.0,599.0,10.0,Card,Pending,2025-10-30,False,False,False,False,False,False,True,False,False,1198.0,119.8,1078.2,2025,10,October,Tuesday,
ORD1032,2025-05-08,Diya Suri,diyasuri@gmail.com,9567471047,Andhra Pradesh,Visakhapatnam,Carpet,Home,4.0,2499.0,10.0,Wallet,Cancelled,2025-05-26,False,False,False,False,False,False,True,False,False,9996.0,999.6,8996.4,2025,5,May,Thursday,
ORD1033,2025-12-20,Sonali Goyal,sonaligoyal@gmail.com,9671478616,Haryana,Faridabad,Pasta,Grocery,4.0,249.0,5.0,Wallet,Delivered,2025-12-25,False,False,False,False,False,False,True,False,True,996.0,49.8,946.2,2025,12,December,Saturday,5.0
ORD1034,2025-06-16,Anisha Varma,anishavarma@gmail.com,9465544077,Bihar,Patna,Bed,Furniture,5.0,19999.0,0.0,Net Banking,Pending,2025-06-21,False,False,False,False,True,False,True,False,False,99995.0,0.0,99995.0,2025,6,June,Monday,
ORD1035,2025-02-07,Nitin Kumar,nitinkumar@gmail.com,9423996661,Rajasthan,Jaipur,Cushion,Home,3.0,399.0,0.0,Card,Pending,2025-03-07,False,True,False,False,False,False,True,False,False,1197.0,0.0,1197.0,2025,2,February,Friday,
ORD1036,2025-06-28,Shreya Yadav,shreyayadav@gmail.com,9688500336,West Bengal,Kolkata,Dry Fruits,Grocery,3.0,899.0,0.0,Wallet,Delivered,2025-07-04,False,False,False,False,False,False,True,False,False,2697.0,0.0,2697.0,2025,6,June,Saturday,6.0
ORD1037,2025-01-05,Kunal Rajput,kunalrajput@gmail.com,9597039612,Rajasthan,Jaipur,Dry Fruits,Grocery,3.0,899.0,0.0,Card,Delivered,2025-01-10,False,True,False,False,True,False,True,False,False,2697.0,0.0,2697.0,2025,1,January,Sunday,5.0
ORD1038,2025-11-18,Anjali Namboodiri,anjalinamboodiri@gmail.com,9193941545,Uttar Pradesh,Lucknow,Coffee,Grocery,1.0,499.0,0.0,Card,Pending,2025-11-23,False,False,False,False,True,False,True,False,False,499.0,0.0,499.0,2025,11,November,Tuesday,
ORD1039,2025-07-01,Gaurav Parikh,gauravparikh@gmail.com,9963151801,Haryana,Faridabad,Recliner,Furniture,4.0,17999.0,20.0,Wallet,Delivered,2025-07-25,False,False,False,False,False,False,True,False,False,71996.0,14399.2,57596.8,2025,7,July,Tuesday,24.0
ORD1040,2025-11-29,Yashika Talwar,yashikatalwar@gmail.com,9737481237,Madhya Pradesh,Bhopal,Conditioner,Beauty,5.0,449.0,10.0,Net Banking,Returned,2025-12-14,False,False,True,False,False,False,True,False,False,2245.0,224.5,2020.5,2025,11,November,Saturday,15.0
ORD1041,2025-08-30,Sanya Murthy,sanyamurthy@gmail.com,9753669485,Rajasthan,Jodhpur,Gloves,Accessories,4.0,449.0,5.0,UPI,Pending,2025-09-12,False,False,False,False,False,False,True,False,False,1796.0,89.8,1706.2,2025,8,August,Saturday,
ORD1042,2025-01-29,Mohit Shinde,mohitshinde@gmail.com,9609461604,Rajasthan,Jodhpur,Exam Guide,Books,2.0,599.0,20.0,Net Banking,Delivered,2025-02-14,False,False,False,False,False,False,True,False,False,1198.0,239.6,958.4,2025,1,January,Wednesday,16.0
ORD1043,2025-09-06,Mohit Dubey,mohitdubey@gmail.com,9495395796,Telangana,Warangal,Body Lotion,Beauty,1.0,449.0,0.0,Net Banking,Delivered,2025-09-29,False,False,False,False,False,False,True,False,False,449.0,0.0,449.0,2025,9,September,Saturday,23.0
ORD1044,2025-07-14,Esha Yadav,eshayadav@gmail.com,9540674839,Rajasthan,Jodhpur,Power Bank,Electronics,2.0,1299.0,10.0,Card,Pending,2025-07-29,False,False,False,False,False,False,True,False,False,2598.0,259.8,2338.2,2025,7,July,Monday,
ORD1045,2025-04-21,Pankaj Rao,pankajrao@gmail.com,,Kerala,Thiruvananthapuram,Earbuds,Electronics,3.0,2499.0,5.0,Wallet,Delivered,2025-04-25,False,True,False,False,False,True,False,False,False,7497.0,374.85,7122.15,2025,4,April,Monday,4.0
ORD1046,2025-08-31,Vishal Nath,vishalnath@gmail.com,,Gujarat,Surat,Comics,Books,3.0,299.0,15.0,UPI,Delivered,2025-09-26,False,True,False,False,False,True,False,False,False,897.0,134.55,762.45,2025,8,August,Sunday,26.0
ORD1047,2025-07-02,Ashish Bansal,ashishbansal@gmail.com,9343961920,West Bengal,Durgapur,Conditioner,Beauty,4.0,449.0,15.0,Card,Pending,2025-07-07,False,False,False,False,False,False,True,False,False,1796.0,269.4,1526.6,2025,7,July,Wednesday,
ORD1048,2025-05-21,Sanika Rajput,sanikarajput@gmail.com,9326063782,Uttar Pradesh,Lucknow,Wheat Flour,Grocery,4.0,499.0,0.0,Card,Returned,2025-06-06,False,False,True,False,False,False,True,False,False,1996.0,0.0,1996.0,2025,5,May,Wednesday,16.0
ORD1049,2025-08-15,Rohit Varma,rohitvarma@gmail.com,9722432835,Karnataka,Mysuru,Cooking Oil,Grocery,5.0,699.0,10.0,UPI,Delivered,2025-08-21,False,False,False,False,False,False,True,False,False,3495.0,349.5,3145.5,2025,8,August,Friday,6.0
ORD1050,2025-09-09,Trisha George,trishageorge@gmail.com,9115659376,Uttar Pradesh,Agra,Camera,Electronics,4.0,29999.0,5.0,Wallet,Delivered,2025-09-23,False,False,False,False,False,False,True,False,False,119996.0,5999.8,113996.2,2025,9,September,Tuesday,14.0
ORD1051,2025-12-31,Amaya Dutta,amayadutta@gmail.com,9271071962,West Bengal,Durgapur,Salt,Grocery,2.0,99.0,0.0,UPI,Delivered,2026-01-03,False,False,False,False,True,False,True,False,False,198.0,0.0,198.0,2025,12,December,Wednesday,3.0
ORD1052,2025-12-25,Kunal Grover,kunalgrover@gmail.com,9329968064,Punjab,Amritsar,Teddy Bear,Toys,2.0,699.0,20.0,Wallet,Pending,2025-12-28,False,False,False,False,False,False,True,False,False,1398.0,279.6,1118.4,2025,12,December,Thursday,
ORD1053,2025-03-04,Amar Malhotra,amarmalhotra@gmail.com,9693477705,Telangana,Hyderabad,Musical Toy,Toys,3.0,599.0,5.0,Card,Pending,2025-03-19,False,False,False,False,False,False,True,True,False,1797.0,89.85,1707.15,2025,3,March,Tuesday,
ORD1054,2025-01-22,Aditi Chauhan,aditichauhan@gmail.com,9510936871,Rajasthan,Jodhpur,Puzzle,Toys,3.0,399.0,15.0,COD,Pending,2025-02-08,False,False,False,False,False,False,True,False,False,1197.0,179.55,1017.45,2025,1,January,Wednesday,
ORD1055,2025-03-23,Naina Dubey,nainadubey@gmail.com,9679631737,Andhra Pradesh,Vijayawada,Hanger,Home,4.0,299.0,0.0,Wallet,Delivered,2025-03-29,False,False,False,False,False,False,True,False,False,1196.0,0.0,1196.0,2025,3,March,Sunday,6.0
ORD1056,2025-05-19,Vimal Nair,vimalnair@gmail.com,9474232535,Madhya Pradesh,Bhopal,Cushion,Home,3.0,399.0,0.0,Wallet,Returned,2025-06-15,False,False,True,False,False,False,True,True,False,1197.0,0.0,1197.0,2025,5,May,Monday,27.0
ORD1057,2025-05-09,Aman Bhosale,amanbhosale@gmail.com,9750875811,Andhra Pradesh,Vijayawada,Sunscreen,Beauty,4.0,699.0,15.0,UPI,Delivered,2025-05-18,False,False,False,False,False,False,True,False,False,2796.0,419.4,2376.6,2025,5,May,Friday,9.0
ORD1058,2025-10-08,Shivam Shah,shivamshah@gmail.com,9334751541,Haryana,Faridabad,Tv Stand,Furniture,1.0,6999.0,5.0,Card,Delivered,2025-10-30,False,False,False,True,False,False,True,False,False,6999.0,349.95,6649.05,2025,10,October,Wednesday,22.0
ORD1059,2025-12-22,Lakshmi Suri,lakshmisuri@gmail.com,9807875524,Madhya Pradesh,Indore,Coffee,Grocery,5.0,499.0,0.0,COD,Pending,2026-01-14,False,False,False,False,True,False,True,False,False,2495.0,0.0,2495.0,2025,12,December,Monday,
ORD1060,2025-09-20,Esha Solanki,eshasolanki@gmail.com,9478408954,Rajasthan,Jodhpur,Coffee,Grocery,3.0,499.0,0.0,UPI,Returned,2025-09-28,False,False,True,False,True,False,True,False,False,1497.0,0.0,1497.0,2025,9,September,Saturday,8.0
ORD1061,2025-06-25,Naina Gupta,nainagupta@gmail.com,9877050624,Madhya Pradesh,Indore,Dry Fruits,Grocery,3.0,899.0,20.0,COD,Pending,2025-07-15,False,False,False,False,False,False,True,True,False,2697.0,539.4,2157.6,2025,6,June,Wednesday,
ORD1062,2025-02-16,Yash Thomas,yashthomas@gmail.com,9682401939,Uttar Pradesh,Agra,Keychain,Accessories,2.0,199.0,5.0,COD,Delivered,2025-02-17,False,False,False,False,False,False,True,False,False,398.0,19.9,378.1,2025,2,February,Sunday,1.0
ORD1063,2025-12-27,Yashika Kadam,yashikakadam@gmail.com,9633598123,Punjab,Ludhiana,Body Lotion,Beauty,3.0,449.0,0.0,Net Banking,Pending,2026-01-05,False,True,False,False,True,False,True,False,False,1347.0,0.0,1347.0,2025,12,December,Saturday,
ORD1064,2025-02-12,Neha Mukherjee,nehamukherjee@gmail.com,9313041832,Punjab,Ludhiana,Salt,Grocery,5.0,99.0,0.0,Card,Returned,2025-02-23,False,False,True,False,True,False,True,False,False,495.0,0.0,495.0,2025,2,February,Wednesday,11.0
ORD1065,2025-01-07,Mohit Murthy,mohitmurthy@gmail.com,9971371914,Maharashtra,Pune,Saree,Fashion,1.0,2499.0,5.0,COD,Returned,2025-02-03,False,False,True,False,False,False,True,False,False,2499.0,124.95,2374.05,2025,1,January,Tuesday,27.0
ORD1066,2025-10-12,Pranav Bajaj,pranavbajaj@gmail.com,9919752678,Karnataka,Mysuru,Basketball,Sports,4.0,1299.0,5.0,Net Banking,Delivered,2025-11-05,False,False,False,False,False,False,True,False,False,5196.0,259.8,4936.2,2025,10,October,Sunday,24.0
ORD1067,2025-09-08,Anisha Paul,anishapaul@gmail.com,9670347220,Uttar Pradesh,Lucknow,Blanket,Home,5.0,1499.0,10.0,COD,Returned,2025-09-26,False,False,True,False,False,False,True,False,False,7495.0,749.5,6745.5,2025,9,September,Monday,18.0
ORD1068,2025-05-04,Sakshi Fernandes,sakshifernandes@gmail.com,9872835340,Uttar Pradesh,Kanpur,Basketball,Sports,3.0,1299.0,20.0,Card,Delivered,2025-05-08,False,True,False,False,False,False,True,False,False,3897.0,779.4,3117.6,2025,5,May,Sunday,4.0
ORD1069,2025-09-05,Nisha Joseph,nishajoseph@gmail.com,9646688015,Gujarat,Ahmedabad,Salt,Grocery,3.0,99.0,0.0,Card,Delivered,2025-09-27,False,False,False,False,True,False,True,False,False,297.0,0.0,297.0,2025,9,September,Friday,22.0
ORD1070,2025-05-22,Sonali Shekhawat,sonalishekhawat@gmail.com,9260739643,Karnataka,Bengaluru,Conditioner,Beauty,2.0,449.0,20.0,Card,Returned,2025-06-02,False,False,True,False,False,False,True,False,False,898.0,179.6,718.4,2025,5,May,Thursday,11.0
ORD1071,2025-11-07,Ankit Shah,ankitshah@gmail.com,9190362138,Haryana,Faridabad,Bed,Furniture,1.0,19999.0,0.0,Net Banking,Returned,2025-11-11,False,False,True,True,False,False,True,False,False,19999.0,0.0,19999.0,2025,11,November,Friday,4.0
ORD1072,2025-03-27,Namrata Sodhi,namratasodhi@gmail.com,9432573219,Tamil Nadu,Coimbatore,Cooking Oil,Grocery,1.0,699.0,20.0,Card,Delivered,2025-04-08,False,False,False,True,False,False,True,False,False,699.0,139.8,559.2,2025,3,March,Thursday,12.0
ORD1073,2025-06-23,Gaurav Gaikwad,gauravgaikwad@gmail.com,9909553430,Andhra Pradesh,Vijayawada,Umbrella,Accessories,3.0,599.0,0.0,COD,Delivered,2025-07-02,False,True,False,False,False,False,True,False,False,1797.0,0.0,1797.0,2025,6,June,Monday,9.0
ORD1074,2025-04-02,Trisha Bhardwaj,trishabhardwaj@gmail.com,9158601880,Madhya Pradesh,Indore,Tea,Grocery,2.0,299.0,0.0,UPI,Pending,2025-04-03,False,False,False,False,False,False,True,False,False,598.0,0.0,598.0,2025,4,April,Wednesday,
ORD1075,2025-12-10,Esha Goyal,eshagoyal@gmail.com,9291102102,Karnataka,Mysuru,Travel Bag,Accessories,3.0,1999.0,5.0,Card,Delivered,2025-12-15,False,False,False,False,False,False,True,False,True,5997.0,299.85,5697.15,2025,12,December,Wednesday,5.0
ORD1076,2025-08-07,Srinivas Roy,srinivasroy@gmail.com,9303172325,Maharashtra,Nagpur,Doll,Toys,1.0,599.0,20.0,Net Banking,Returned,2025-08-28,False,False,True,False,False,False,True,False,False,599.0,119.8,479.2,2025,8,August,Thursday,21.0
ORD1077,2025-09-02,Nisha Shinde,nishashinde@gmail.com,9818264089,Rajasthan,Jodhpur,Pillow,Home,3.0,499.0,20.0,Net Banking,Pending,2025-09-06,False,False,False,False,False,False,True,False,False,1497.0,299.4,1197.6,2025,9,September,Tuesday,
ORD1078,2025-02-25,Arjun Reddy,arjunreddy@gmail.com,9918976250,Karnataka,Mysuru,Keyboard,Electronics,1.0,1499.0,10.0,Net Banking,Delivered,2025-03-09,False,False,False,True,False,False,True,False,False,1499.0,149.9,1349.1,2025,2,February,Tuesday,12.0
ORD1079,2025-01-07,Siddharth Singh,siddharthsingh@gmail.com,9468978823,West Bengal,Kolkata,Lamp,Home,2.0,799.0,0.0,Net Banking,Returned,2025-02-05,False,False,True,False,True,False,True,False,False,1598.0,0.0,1598.0,2025,1,January,Tuesday,29.0
ORD1080,2025-04-07,Arnav Sodhi,arnavsodhi@gmail.com,9133521914,Haryana,Faridabad,Textbook,Books,5.0,699.0,5.0,Net Banking,Delivered,2025-05-02,False,False,False,False,False,False,True,False,False,3495.0,174.75,3320.25,2025,4,April,Monday,25.0
ORD1081,2025-04-21,Sanjay Arora,sanjayarora@gmail.com,9483843267,Kerala,Thiruvananthapuram,Belt,Fashion,2.0,499.0,0.0,Net Banking,Returned,2025-04-24,False,False,True,False,True,False,True,False,False,998.0,0.0,998.0,2025,4,April,Monday,3.0
ORD1082,2025-06-13,Tarun Sen,tarunsen@gmail.com,9766822576,Uttar Pradesh,Agra,Sofa,Furniture,1.0,24990.0,0.0,Card,Pending,2025-07-08,False,False,False,True,True,False,True,False,False,24990.0,0.0,24990.0,2025,6,June,Friday,
ORD1083,2025-12-19,Deepak Tiwari,deepaktiwari@gmail.com,9360545839,Karnataka,Bengaluru,Hanger,Home,4.0,299.0,5.0,Wallet,Pending,2026-01-01,False,False,False,False,False,False,True,False,False,1196.0,59.8,1136.2,2025,12,December,Friday,
ORD1084,2025-09-22,Aman Fernandes,amanfernandes@gmail.com,,Gujarat,Surat,Card Holder,Accessories,1.0,399.0,20.0,Card,Delivered,2025-10-04,False,False,False,False,False,True,False,False,False,399.0,79.8,319.2,2025,9,September,Monday,12.0
ORD1085,2025-04-04,Rajeev Joseph,rajeevjoseph@gmail.com,9377749137,Andhra Pradesh,Visakhapatnam,Shampoo,Beauty,3.0,399.0,10.0,Card,Delivered,2025-04-13,False,True,False,False,False,False,True,False,False,1197.0,119.7,1077.3,2025,4,April,Friday,9.0
ORD1086,2025-09-14,Uday Sharma,udaysharma@gmail.com,9548513905,West Bengal,Kolkata,Toy Car,Toys,2.0,499.0,20.0,COD,Returned,2025-09-16,False,False,True,False,False,False,True,False,False,998.0,199.6,798.4,2025,9,September,Sunday,2.0
ORD1087,2025-08-27,Vikram Iyengar,vikramiyengar@gmail.com,9676019157,Kerala,Thiruvananthapuram,Biscuits,Grocery,1.0,199.0,20.0,UPI,Pending,2025-09-06,False,False,False,True,False,False,True,False,False,199.0,39.8,159.2,2025,8,August,Wednesday,
ORD1088,2025-04-15,Anisha Chavan,anishachavan@gmail.com,9876736695,Haryana,Gurugram,Keyboard,Electronics,3.0,1499.0,15.0,Net Banking,Delivered,2025-05-09,False,False,False,False,False,False,True,False,False,4497.0,674.55,3822.45,2025,4,April,Tuesday,24.0
ORD1089,2025-05-29,Rakesh Madhavan,rakeshmadhavan@gmail.com,9574184423,Maharashtra,Pune,Perfume,Beauty,3.0,1499.0,5.0,Net Banking,Delivered,2025-06-09,False,False,False,False,False,False,True,False,False,4497.0,224.85,4272.15,2025,5,May,Thursday,11.0
ORD1090,2025-09-16,Vimal Madhavan,vimalmadhavan@gmail.com,9274317177,Maharashtra,Pune,Scarf,Accessories,3.0,499.0,0.0,Card,Pending,2025-09-19,False,False,False,False,False,False,True,False,False,1497.0,0.0,1497.0,2025,9,September,Tuesday,
ORD1091,2025-06-21,Mohit More,mohitmore@gmail.com,9535675893,Kerala,Kochi,Belt,Fashion,2.0,499.0,15.0,Card,Delivered,2025-07-01,False,False,False,False,False,False,True,False,False,998.0,149.7,848.3,2025,6,June,Saturday,10.0
ORD1092,2025-12-05,Neha Gaikwad,nehagaikwad@gmail.com,9668684523,Kerala,Thiruvananthapuram,Notebook,Books,5.0,199.0,5.0,Net Banking,Returned,2026-01-01,False,False,True,False,False,False,True,False,False,995.0,49.75,945.25,2025,12,December,Friday,27.0
ORD1093,2025-09-14,Manish Nair,manishnair@gmail.com,9883316389,Uttar Pradesh,Kanpur,Exam Guide,Books,2.0,599.0,0.0,Net Banking,Delivered,2025-10-11,False,False,False,False,False,False,True,False,False,1198.0,0.0,1198.0,2025,9,September,Sunday,27.0
ORD1094,2025-07-31,Rahul Paul,rahulpaul@gmail.com,9951256122,Delhi,New Delhi,Blanket,Home,2.0,1499.0,15.0,Card,Pending,2025-08-02,False,False,False,False,False,False,True,True,False,2998.0,449.7,2548.3,2025,7,July,Thursday,
ORD1095,2025-08-04,Raj Sharma,rajsharma@gmail.com,9467398684,Tamil Nadu,Coimbatore,Perfume,Beauty,2.0,1499.0,20.0,Card,Pending,2025-08-10,False,False,False,False,False,False,True,False,False,2998.0,599.6,2398.4,2025,8,August,Monday,
ORD1096,2025-01-28,Yash Tiwari,yashtiwari@gmail.com,9924354464,Uttar Pradesh,Kanpur,Travel Bag,Accessories,3.0,1999.0,15.0,UPI,Returned,2025-02-02,False,True,True,False,False,False,True,False,True,5997.0,899.55,5097.45,2025,1,January,Tuesday,5.0
ORD1097,2025-03-26,Sachin Jadhav,sachinjadhav@gmail.com,9935162082,Madhya Pradesh,Indore,Bed,Furniture,4.0,19999.0,5.0,Net Banking,Delivered,2025-04-23,False,False,False,False,False,False,True,False,False,79996.0,3999.8,75996.2,2025,3,March,Wednesday,28.0
ORD1098,2025-09-25,Deepak Mehta,deepakmehta@gmail.com,9637542932,Madhya Pradesh,Indore,Biography,Books,4.0,499.0,20.0,COD,Pending,2025-10-01,False,False,False,False,False,False,True,False,False,1996.0,399.2,1596.8,2025,9,September,Thursday,
